building_name,detail_url,district,rent,thumbnailurl,page,agent_url,created_at,last_crawl,updated_at,num_flats,floor,estate,num_blocks,saleable_area,address,tel_qrcode,bedroom,bathroom,is_studio,estate_age,posted_days_age,has_view,has_open_view,has_sea_view,has_other_view,is_renovated,is_luxury_renovated,is_single_building,isin_school_network,has_clubhouse,is_appliances_included,is_mall_nearby,has_balcony
源成大廈,https://www.28hse.com/rent/residential/property-1594351,紅磡,11000.0,https://i1.28hse.com/2021/04/202104141512582843664_thumb.jpg,7,https://www.28hse.com/agent/643,2021-03-24,1618628756.445345,2021-04-14,116.0,high,源成大廈九龍 紅磡屋苑樓齡: 55 年顯示源成大廈屋苑的更多資料,1.0,306.0,機利士南路17號https://i1.28hse.com/2021/04/20210414031302MGYcH965YpEF_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,55.0,24.0,False,False,False,False,False,False,True,False,False,False,False,False
唐樓,https://www.28hse.com/rent/residential/property-1352335,紅磡,5000.0,https://i1.28hse.com/2021/02/202102010408025963497_thumb.jpg,7,https://www.28hse.com/agent/643,2021-04-14,1618628759.3261845,2021-04-14,1008.0,low,唐樓九龍 紅磡,1.0,120.0,唐樓,/assets/img/image.png,0.0,1.0,True,18.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False
半島豪庭,https://www.28hse.com/rent/residential/property-1674471,紅磡,20500.0,https://i1.28hse.com/2021/04/202104141433345487165_thumb.jpg,7,https://www.28hse.com/agent/3162,2021-04-14,1618628762.3847373,2021-04-14,669.0,unknown,半島豪庭九龍 紅磡屋苑樓齡: 20 年顯示半島豪庭屋苑的更多資料,5.0,462.0,紅荔道8號https://i1.28hse.com/2021/04/20210414023412BRjmUDewKe1q_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,20.0,3.0,True,True,True,False,False,False,False,False,False,False,False,False
昇御門,https://www.28hse.com/rent/residential/property-1626545,紅磡,16000.0,https://i1.28hse.com/2021/03/202103271258443806544_thumb.jpg,7,https://www.28hse.com/agent/1623,2021-04-14,1618628765.4159687,2021-04-14,334.0,unknown,昇御門九龍 紅磡屋苑樓齡: 7 年顯示昇御門屋苑的更多資料,2.0,367.0,漆咸道北388號https://i1.28hse.com/2021/03/20210316105124LXntau6Bq8y6_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,7.0,3.0,True,True,False,False,True,True,False,False,True,False,True,True
維港‧星岸,https://www.28hse.com/rent/residential/property-1674195,紅磡,34800.0,https://i1.28hse.com/2021/04/202104141221044166800_thumb.jpg,7,https://www.28hse.com/agent/1209,2021-04-14,1618628768.1394331,2021-04-14,321.0,high,維港‧星岸九龍 紅磡顯示維港‧星岸屋苑的更多資料,4.0,728.0,紅鷥道7號https://i1.28hse.com/2021/04/20210414122107BQqRnkFPRpKK_desktop.jpg ,/assets/img/image.png,3.0,1.0,False,5.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False
海逸豪園,https://www.28hse.com/rent/residential/property-1664798,紅磡,39000.0,https://i1.28hse.com/2021/04/202104071921116819026_thumb.jpg,7,https://www.28hse.com/agent/1209,2021-04-07,1618628771.8393488,2021-04-14,4735.0,mid,海逸豪園九龍 紅磡顯示海逸豪園屋苑的更多資料,25.0,1100.0,海逸道8號https://i1.28hse.com/2021/04/20210407072116kdXDrqqtgtex_desktop.jpg ,/assets/img/image.png,3.0,1.0,False,20.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False
御悅,https://www.28hse.com/rent/residential/property-1659198,紅磡,9900.0,https://i1.28hse.com/2021/04/202104031708014243741_thumb.jpg,7,https://www.28hse.com/agent/467,2021-04-03,1618628774.8748596,2021-04-14,68.0,high,御悅九龍 紅磡座數及單位: B顯示御悅屋苑的更多資料,1.0,252.0,必嘉圍8號https://i1.28hse.com/2021/04/202104030508105feBYFgQNbHj_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,18.0,14.0,True,True,False,False,True,True,True,False,False,False,False,False
蔚景樓,https://www.28hse.com/rent/residential/property-1658158,紅磡,14000.0,https://i1.28hse.com/2021/04/202104022214093175442_thumb.jpg,7,https://www.28hse.com/agent/467,2021-04-02,1618628777.4693766,2021-04-14,159.0,high,蔚景樓九龍 紅磡座數及單位: F屋苑樓齡: 46 年顯示蔚景樓屋苑的更多資料,1.0,340.0,漆咸道北275號https://i1.28hse.com/2021/04/20210402101426ujw3njK9Jg13_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,46.0,15.0,False,False,False,False,True,True,True,False,False,True,False,False
都會軒,https://www.28hse.com/rent/residential/property-1623599,紅磡,17000.0,https://i1.28hse.com/2021/03/202103111626074406091_thumb.jpg,7,https://www.28hse.com/agent/3513,2021-04-14,1618628780.4462426,2021-04-14,662.0,high,都會軒九龍 紅磡座數及單位: 1座高層屋苑樓齡: 18 年顯示都會軒屋苑的更多資料,2.0,473.0,都會道8-9號https://i1.28hse.com/2021/03/20210316105704g2QJSEqJsMs9_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,18.0,3.0,True,True,False,False,False,False,False,False,False,False,False,False
昇御門,https://www.28hse.com/rent/residential/property-1674037,紅磡,22000.0,https://i1.28hse.com/2021/04/202104141056202398530_thumb.jpg,8,https://www.28hse.com/agent/1771,2021-04-14,1618628782.9829051,2021-04-14,334.0,high,昇御門九龍 紅磡顯示昇御門屋苑的更多資料,2.0,610.0,漆咸道北388號https://i1.28hse.com/2021/04/202104141056291xWwdfPEfDNf_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,18.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False
環海‧東岸,https://www.28hse.com/rent/residential/property-1662268,紅磡,10000.0,https://i1.28hse.com/2021/04/202104132352033332632_thumb.jpg,8,https://www.28hse.com/agent/1599,2021-04-05,1618628786.3213644,2021-04-13,1008.0,unknown,環海‧東岸九龍 紅磡屋苑樓齡: 1 年顯示環海‧東岸屋苑的更多資料,3.0,197.0,祟安街23號https://i1.28hse.com/2021/04/20210405092635xAHGJAa8db6Z_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,1.0,12.0,True,False,False,True,False,False,False,False,True,False,False,False
環海‧東岸,https://www.28hse.com/rent/residential/property-1665014,紅磡,17500.0,https://i1.28hse.com/2021/04/202104072352234231855_thumb.jpg,8,https://www.28hse.com/agent/1599,2021-04-07,1618628789.2293696,2021-04-13,1008.0,high,環海‧東岸九龍 紅磡屋苑樓齡: 1 年顯示環海‧東岸屋苑的更多資料,3.0,352.0,祟安街23號https://i1.28hse.com/2021/04/20210407115220f8E7CwFr8Kv6_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,1.0,9.0,True,False,True,False,False,False,False,False,True,False,False,True
昇御門,https://www.28hse.com/rent/residential/property-1673917,紅磡,56500.0,https://i1.28hse.com/2021/04/202104161326201612487_thumb.jpg,8,https://www.28hse.com/agent/1033,2021-04-13,1618628791.7372453,2021-04-16,334.0,high,昇御門九龍 紅磡顯示昇御門屋苑的更多資料,2.0,1593.0,漆咸道北388號https://i1.28hse.com/2021/04/20210416013240FYt8B4XYnB9t_desktop.jpg ,/assets/img/image.png,4.0,2.0,False,18.0,4.0,True,True,True,False,True,True,False,False,False,True,False,False
環海‧東岸,https://www.28hse.com/rent/residential/property-1661589,紅磡,10500.0,https://i1.28hse.com/2021/04/202104051447207233143_thumb.jpg,8,https://www.28hse.com/agent/3203,2021-04-05,1618628794.4633718,2021-04-13,1008.0,mid,環海‧東岸九龍 紅磡屋苑樓齡: 3 年顯示環海‧東岸屋苑的更多資料,3.0,217.0,祟安街23號https://i1.28hse.com/2021/04/202104050249485q9sSRKnsTkp_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,3.0,12.0,True,True,False,False,False,False,False,False,False,False,False,False
基安大廈,https://www.28hse.com/rent/residential/property-1673584,紅磡,9800.0,https://i1.28hse.com/2021/04/202104131814174548539_thumb.jpg,8,https://www.28hse.com/agent/598,2021-04-13,1618628798.535242,2021-04-13,60.0,high,基安大廈九龍 紅磡屋苑樓齡: 30 年顯示基安大廈屋苑的更多資料,1.0,224.0,寶其利街66號https://i1.28hse.com/2021/04/20210413061501k4A4A9hL5EqE_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,30.0,4.0,True,True,False,True,True,True,True,True,False,False,True,False
海逸豪園,https://www.28hse.com/rent/residential/property-1673429,紅磡,39800.0,https://i1.28hse.com/2021/04/202104131721226570032_thumb.jpg,8,https://www.28hse.com/agent/1209,2021-04-13,1618628801.7030346,2021-04-13,4735.0,mid,海逸豪園九龍 紅磡顯示海逸豪園屋苑的更多資料,25.0,1100.0,海逸道8號https://i1.28hse.com/2021/04/20210413052128gBmnQtq8yUCn_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,20.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False
環海‧東岸,https://www.28hse.com/rent/residential/property-1673323,紅磡,13800.0,https://i1.28hse.com/2021/04/20210413164657373766_thumb.jpg,8,https://www.28hse.com/agent/1623,2021-04-13,1618628804.4788432,2021-04-13,1008.0,unknown,環海‧東岸九龍 紅磡屋苑樓齡: 3 年顯示環海‧東岸屋苑的更多資料,3.0,312.0,祟安街23號https://i1.28hse.com/2021/04/20210413044645sP2m37QmvZdS_desktop.jpg ,/assets/img/image.png,0.0,1.0,False,3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False
單幢樓房,https://www.28hse.com/rent/residential/property-1673237,紅磡,8700.0,https://i1.28hse.com/2021/04/202104131616024532086_thumb.jpg,8,https://www.28hse.com/agent/719,2021-04-13,1618628810.8500836,2021-04-13,1008.0,high,單幢樓房九龍 紅磡,1.0,179.0,單幢樓房https://i1.28hse.com/2021/04/20210413041558DZb6V9avMkM4_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,18.0,4.0,False,False,False,False,False,False,True,False,False,False,False,False
都會軒,https://www.28hse.com/rent/residential/property-1493764,紅磡,18800.0,https://i1.28hse.com/2021/02/202102010506243284249_thumb.jpg,8,https://www.28hse.com/agent/1518,2021-04-05,1618628813.6011796,2021-04-13,662.0,high,都會軒九龍 紅磡屋苑樓齡: 17 年顯示都會軒屋苑的更多資料,2.0,456.0,都會道8-9號https://i1.28hse.com/2021/03/20210317124110CWF7DHeWJG7w_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,17.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False
單幢樓房,https://www.28hse.com/rent/residential/property-1673000,紅磡,11800.0,https://i1.28hse.com/2021/04/20210413142512814803_thumb.jpg,8,https://www.28hse.com/agent/574,2021-04-13,1618628816.212074,2021-04-13,1008.0,high,單幢樓房九龍 紅磡屋苑樓齡: 48 年,1.0,396.0,崇潔街10號https://i1.28hse.com/2021/04/202104130227518rjZEmrDGKJL_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,48.0,4.0,True,True,False,True,True,True,False,False,False,False,False,True
黃埔新村,https://www.28hse.com/rent/residential/property-1672893,紅磡,13200.0,https://i1.28hse.com/2021/04/202104131331246086757_thumb.jpg,8,https://www.28hse.com/agent/888,2021-04-13,1618628819.0111465,2021-04-16,2744.0,high,黃埔新村九龍 紅磡屋苑樓齡: 43 年顯示黃埔新村屋苑的更多資料,25.0,320.0,民泰街39號https://i1.28hse.com/2021/04/20210413013138Q82TBRJLW7My_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,43.0,4.0,True,False,False,True,False,False,False,False,False,False,True,False
環海‧東岸,https://www.28hse.com/rent/residential/property-1625771,紅磡,9800.0,https://i1.28hse.com/2021/04/202104131308222022103_thumb.jpg,8,https://www.28hse.com/agent/1623,2021-04-13,1618628821.853838,2021-04-13,1008.0,unknown,環海‧東岸九龍 紅磡屋苑樓齡: 1 年顯示環海‧東岸屋苑的更多資料,3.0,197.0,祟安街23號https://i1.28hse.com/2021/03/20210316105255UWmhfVVVPMbL_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,1.0,4.0,True,False,True,True,True,True,False,False,True,False,True,False
海逸豪園,https://www.28hse.com/rent/residential/property-1621251,紅磡,22800.0,https://i1.28hse.com/2021/03/202103190940188776789_thumb.jpg,8,https://www.28hse.com/agent/1894,2021-04-13,1618628825.5284708,2021-04-13,4735.0,mid,海逸豪園 海逸灣九龍 紅磡座數及單位: Bk16 Flat G屋苑樓齡: 20 年顯示海逸豪園屋苑的更多資料,25.0,556.0,海逸道8號https://i1.28hse.com/2021/03/20210316110134T4kA1sbm3AmH_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,20.0,4.0,True,False,False,True,False,False,False,False,False,False,False,False
唐樓,https://www.28hse.com/rent/residential/property-1672752,紅磡,4700.0,https://i1.28hse.com/2021/04/202104131212098766097_thumb.jpg,9,,2021-04-13,1618628828.4113505,2021-04-16,1008.0,low,唐樓九龍 紅磡屋苑樓齡: 48 年,1.0,100.0,馬頭圍道8號https://i1.28hse.com/2021/04/20210416093748jrPNtWAvGZrG_desktop.jpg ,/assets/img/image.png,0.0,1.0,False,48.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False
昇御門,https://www.28hse.com/rent/residential/property-1672605,紅磡,54800.0,https://i1.28hse.com/2021/04/202104130956597139206_thumb.jpg,9,https://www.28hse.com/agent/2058,2021-04-13,1618628831.7275052,2021-04-13,334.0,mid,昇御門九龍 紅磡座數及單位: A顯示昇御門屋苑的更多資料,2.0,1571.0,漆咸道北388號https://i1.28hse.com/2021/04/20210413100051pJjD32Tc8zNn_desktop.jpg ,/assets/img/image.png,4.0,3.0,False,18.0,4.0,True,True,True,False,True,True,False,False,False,False,False,False
半島豪庭,https://www.28hse.com/rent/residential/property-1658207,紅磡,30000.0,https://i1.28hse.com/2021/04/202104022339531680686_thumb.jpg,9,https://www.28hse.com/agent/2389,2021-04-02,1618628837.1117074,2021-04-12,669.0,high,半島豪庭九龍 紅磡屋苑樓齡: 20 年顯示半島豪庭屋苑的更多資料,5.0,647.0,紅荔道8號https://i1.28hse.com/2021/04/20210402113846dZ137U2ejMdw_desktop.jpg ,/assets/img/image.png,3.0,1.0,False,20.0,14.0,True,False,False,False,False,False,False,False,False,False,False,False
海濱南岸,https://www.28hse.com/rent/residential/property-1654816,紅磡,22000.0,https://i1.28hse.com/2021/03/202103312314253168652_thumb.jpg,9,https://www.28hse.com/agent/2389,2021-03-31,1618628840.3037887,2021-04-12,2470.0,high,海濱南岸九龍 紅磡座數及單位: 4座高層E屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,481.0,愛景街8號https://i1.28hse.com/2021/03/20210331112514h5N1p2pGrSA5_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,16.0,True,True,True,False,True,True,False,False,False,True,False,False
海濱南岸,https://www.28hse.com/rent/residential/property-1672033,紅磡,23000.0,https://i1.28hse.com/2021/04/202104121852231013952_thumb.jpg,9,https://www.28hse.com/agent/348,2021-04-12,1618628843.6135285,2021-04-12,2470.0,high,海濱南岸九龍 紅磡屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,592.0,愛景街8號https://i1.28hse.com/2021/04/20210412065238KpWmTAXbqsdh_desktop.jpg ,/assets/img/image.png,3.0,2.0,False,13.0,5.0,False,False,False,False,True,False,False,False,False,True,False,False
昇御門,https://www.28hse.com/rent/residential/property-1672016,紅磡,23000.0,https://i1.28hse.com/2021/04/202104121844576521461_thumb.jpg,9,https://www.28hse.com/agent/467,2021-04-12,1618628846.4182732,2021-04-16,334.0,low,昇御門九龍 紅磡座數及單位: 3B顯示昇御門屋苑的更多資料,2.0,550.0,漆咸道北388號https://i1.28hse.com/2021/04/20210412064649cdQ9DgEJcSSa_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,18.0,5.0,True,False,False,True,True,True,False,False,False,False,False,False
昇御門,https://www.28hse.com/rent/residential/property-1671939,紅磡,55000.0,https://i1.28hse.com/2021/04/202104121815465709287_thumb.jpg,9,https://www.28hse.com/agent/3162,2021-04-12,1618628849.7944524,2021-04-12,334.0,high,昇御門九龍 紅磡顯示昇御門屋苑的更多資料,2.0,1587.0,漆咸道北388號https://i1.28hse.com/2021/04/20210412061910KJDtTtmg5g2X_desktop.jpg ,/assets/img/image.png,4.0,3.0,False,18.0,5.0,True,True,True,False,True,True,False,False,False,True,False,False
unknown,https://www.28hse.com/rent/residential/property-1627283,紅磡,7300.0,https://i1.28hse.com/2021/04/202104121624424737986_thumb.jpg,9,https://www.28hse.com/agent/1976,2021-04-12,1618628852.6129372,2021-04-12,1008.0,high,昌盛金鋪大廈Changsheng Jinpu Building九龍 紅磡座數及單位: 高層,1.0,270.0,新柳街7號,/assets/img/image.png,1.0,1.0,False,18.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
蔚景樓,https://www.28hse.com/rent/residential/property-1667663,紅磡,13000.0,https://i1.28hse.com/2021/04/202104091801431207761_thumb.jpg,9,https://www.28hse.com/agent/467,2021-04-09,1618628855.4236245,2021-04-12,159.0,mid,蔚景樓九龍 紅磡屋苑樓齡: 46 年顯示蔚景樓屋苑的更多資料,1.0,350.0,漆咸道北275號https://i1.28hse.com/2021/04/20210409060236qR5hdq7rf6FJ_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,46.0,8.0,True,True,False,False,True,True,True,False,False,True,False,False
隆基大樓,https://www.28hse.com/rent/residential/property-1671779,紅磡,8000.0,https://i1.28hse.com/2021/04/202104121721113716405_thumb.jpg,9,https://www.28hse.com/agent/1209,2021-04-12,1618628858.8183033,2021-04-12,382.0,mid,隆基大樓九龍 紅磡顯示隆基大樓屋苑的更多資料,1.0,277.0,馬頭圍道23-35號https://i1.28hse.com/2021/04/20210412052112XPWYTEd6nPX5_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,47.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
晉匯,https://www.28hse.com/rent/residential/property-1671738,紅磡,9400.0,https://i1.28hse.com/2021/04/202104121708592275170_thumb.jpg,9,https://www.28hse.com/agent/2652,2021-04-12,1618628861.8010106,2021-04-15,1008.0,unknown,晉匯九龍 紅磡新屋苑,1.0,150.0,漆咸道北411號https://i1.28hse.com/2021/04/20210412050924bZaX6ZtHs7CA_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,18.0,5.0,True,False,True,True,True,False,True,False,False,False,False,False
海濱南岸,https://www.28hse.com/rent/residential/property-1653433,紅磡,18800.0,https://i1.28hse.com/2021/03/20210331123404427316_thumb.jpg,9,https://www.28hse.com/agent/796,2021-03-31,1618628864.9579663,2021-04-12,2470.0,high,海濱南岸九龍 紅磡屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,481.0,愛景街8號https://i1.28hse.com/2021/03/20210331123438vSHXDVG3wG3e_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,17.0,True,True,True,False,False,False,False,False,False,False,False,False
海濱南岸,https://www.28hse.com/rent/residential/property-1660126,紅磡,17500.0,https://i1.28hse.com/2021/04/202104041312404996805_thumb.jpg,9,https://www.28hse.com/agent/796,2021-04-04,1618628868.312245,2021-04-12,2470.0,low,海濱南岸九龍 紅磡屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,432.0,愛景街8號https://i1.28hse.com/2021/04/20210404011243yMVEdsKssDdb_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,13.0,True,False,False,True,False,False,False,False,False,False,False,False
unknown,https://www.28hse.com/rent/residential/property-1652119,紅磡,14250.0,https://i1.28hse.com/2021/03/202103301409217147008_thumb.jpg,9,https://www.28hse.com/agent/2006,2021-03-30,1618628871.5150392,2021-04-12,1008.0,high,高山道18號ALPINE 18九龍 紅磡新屋苑,1.0,343.0,高山道18號https://i1.28hse.com/2021/03/20210330020911dWPuetwrUX4D_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,18.0,18.0,True,False,True,True,True,True,True,False,False,True,False,False
海逸豪園,https://www.28hse.com/rent/residential/property-1671301,紅磡,39800.0,https://i1.28hse.com/2021/04/202104121421024491981_thumb.jpg,10,https://www.28hse.com/agent/1209,2021-04-12,1618628874.9975884,2021-04-17,4735.0,mid,海逸豪園九龍 紅磡顯示海逸豪園屋苑的更多資料,25.0,1450.0,海逸道8號https://i1.28hse.com/2021/04/20210412022109pNXwJgBd5TCX_desktop.jpg ,/assets/img/image.png,5.0,1.0,False,20.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
unknown,https://www.28hse.com/rent/residential/property-1664851,紅磡,16800.0,https://i1.28hse.com/2021/04/202104071953554925462_thumb.jpg,10,https://www.28hse.com/agent/719,2021-04-07,1618628880.9725,2021-04-12,1008.0,high,紅磡單幢樓房Hung Hom Single Building九龍 紅磡,1.0,616.0,紅磡 紅磡單幢樓房,/assets/img/image.png,3.0,2.0,False,18.0,10.0,False,False,False,False,False,False,True,False,False,False,False,False
海逸豪園,https://www.28hse.com/rent/residential/property-1666600,紅磡,20500.0,https://i1.28hse.com/2021/04/202104090709318774473_thumb.jpg,10,https://www.28hse.com/agent/3162,2021-04-09,1618628883.430676,2021-04-12,4735.0,high,海逸豪園九龍 紅磡屋苑樓齡: 20 年顯示海逸豪園屋苑的更多資料,25.0,538.0,海逸道8號https://i1.28hse.com/2021/04/20210409105500SfT4N7cmpq6q_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,20.0,8.0,False,False,False,False,True,True,False,False,False,False,False,False
嘉麗閣,https://www.28hse.com/rent/residential/property-1671039,紅磡,12500.0,https://i1.28hse.com/2021/04/202104121218183184071_thumb.jpg,10,https://www.28hse.com/agent/598,2021-04-12,1618628885.963267,2021-04-12,46.0,high,嘉麗閣九龍 紅磡屋苑樓齡: 13 年顯示嘉麗閣屋苑的更多資料,1.0,296.0,必嘉街18號https://i1.28hse.com/2021/04/202104121219242Tt9qGhwgjmB_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,5.0,True,True,False,True,False,False,True,False,False,False,True,True
環海‧東岸,https://www.28hse.com/rent/residential/property-1670869,紅磡,15000.0,https://i1.28hse.com/2021/04/2021041219452980232_thumb.jpg,10,https://www.28hse.com/agent/1623,2021-04-12,1618628889.3786626,2021-04-15,1008.0,high,環海‧東岸九龍 紅磡屋苑樓齡: 2 年顯示環海‧東岸屋苑的更多資料,3.0,310.0,祟安街23號https://i1.28hse.com/2021/04/20210412081811XJNaQbdTnrqq_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,2.0,5.0,True,True,False,True,True,True,False,True,True,True,True,False
海逸豪園,https://www.28hse.com/rent/residential/property-1639296,紅磡,18800.0,https://i1.28hse.com/2021/03/202103220022194004956_thumb.jpg,10,https://www.28hse.com/agent/1209,2021-03-22,1618628891.8229392,2021-04-12,4735.0,mid,海逸豪園九龍 紅磡顯示海逸豪園屋苑的更多資料,25.0,515.0,海逸道8號https://i1.28hse.com/2021/03/20210322122222nYRqAaeQRWqy_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,20.0,26.0,False,False,False,False,False,False,False,False,False,False,False,False
半島豪庭,https://www.28hse.com/rent/residential/property-1639295,紅磡,37800.0,https://i1.28hse.com/2021/03/202103220022147574508_thumb.jpg,10,https://www.28hse.com/agent/1209,2021-03-22,1618628894.320548,2021-04-12,669.0,high,半島豪庭九龍 紅磡顯示半島豪庭屋苑的更多資料,5.0,920.0,紅荔道8號https://i1.28hse.com/2021/03/20210322122216WKTgUYy6eLyK_desktop.jpg ,/assets/img/image.png,3.0,1.0,False,20.0,26.0,False,False,False,False,False,False,False,False,False,False,False,False
海逸豪園,https://www.28hse.com/rent/residential/property-1670799,紅磡,41500.0,https://i1.28hse.com/2021/04/202104112321074319319_thumb.jpg,10,https://www.28hse.com/agent/1209,2021-04-11,1618628897.3841689,2021-04-11,4735.0,mid,海逸豪園九龍 紅磡顯示海逸豪園屋苑的更多資料,25.0,1100.0,海逸道8號https://i1.28hse.com/2021/04/20210411112112U2DdY53wjRFP_desktop.jpg ,/assets/img/image.png,4.0,1.0,False,20.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False
環海‧東岸,https://www.28hse.com/rent/residential/property-1635358,紅磡,14500.0,https://i1.28hse.com/2021/04/202104111902187889799_thumb.jpg,10,https://www.28hse.com/agent/1623,2021-03-19,1618628900.1511676,2021-04-16,1008.0,unknown,環海‧東岸九龍 紅磡屋苑樓齡: 3 年顯示環海‧東岸屋苑的更多資料,3.0,322.0,祟安街23號https://i1.28hse.com/2021/03/20210327122803yCwPj5PUSLEB_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,3.0,29.0,True,True,True,False,True,True,False,False,True,False,False,True
環海‧東岸,https://www.28hse.com/rent/residential/property-1663330,紅磡,17500.0,https://i1.28hse.com/2021/04/202104062031363900074_thumb.jpg,10,https://www.28hse.com/agent/380,2021-04-06,1618628902.6096926,2021-04-11,1008.0,high,環海‧東岸九龍 紅磡屋苑樓齡: 3 年顯示環海‧東岸屋苑的更多資料,3.0,352.0,祟安街23號https://i1.28hse.com/2021/04/20210406083128n9rdBK2n5Z5Y_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,3.0,11.0,True,True,True,False,False,False,False,False,True,False,True,True
環海‧東岸,https://www.28hse.com/rent/residential/property-1670675,紅磡,14200.0,https://i1.28hse.com/2021/04/202104111958408525767_thumb.jpg,10,https://www.28hse.com/agent/1599,2021-04-11,1618628905.7337177,2021-04-11,1008.0,high,環海‧東岸九龍 紅磡屋苑樓齡: 1 年顯示環海‧東岸屋苑的更多資料,3.0,312.0,祟安街23號https://i1.28hse.com/2021/04/20210411075916yKtmM1KDNNNs_desktop.jpg ,/assets/img/image.png,1.0,1.0,False,1.0,6.0,True,False,False,True,False,False,False,False,True,False,False,True
海濱南岸,https://www.28hse.com/rent/residential/property-1643348,紅磡,18800.0,https://i1.28hse.com/2021/03/202103241704285990368_thumb.jpg,10,https://www.28hse.com/agent/796,2021-03-24,1618628908.6667235,2021-04-11,2470.0,high,海濱南岸九龍 紅磡屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,481.0,愛景街8號https://i1.28hse.com/2021/03/20210324050612MYMcQmQ12jrM_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,24.0,True,True,True,False,False,False,False,False,False,False,False,False
海濱南岸,https://www.28hse.com/rent/residential/property-1644856,紅磡,18500.0,https://i1.28hse.com/2021/03/202103251634026809446_thumb.jpg,10,https://www.28hse.com/agent/796,2021-03-25,1618628911.2039135,2021-04-11,2470.0,high,海濱南岸九龍 紅磡屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,481.0,愛景街8號https://i1.28hse.com/2021/03/202103250434045ns2u57J2Zza_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,23.0,True,False,True,False,False,False,False,False,False,False,False,False
半島豪庭,https://www.28hse.com/rent/residential/property-1650616,紅磡,16000.0,https://i1.28hse.com/2021/03/202103291553046300379_thumb.jpg,10,https://www.28hse.com/agent/796,2021-03-29,1618628913.8555074,2021-04-11,669.0,high,半島豪庭九龍 紅磡屋苑樓齡: 20 年顯示半島豪庭屋苑的更多資料,5.0,384.0,紅荔道8號https://i1.28hse.com/2021/03/20210329035450gv3J5UxGx9f4_desktop.jpg ,/assets/img/image.png,0.0,1.0,True,20.0,19.0,True,True,True,False,False,False,False,False,False,True,False,False
海濱南岸,https://www.28hse.com/rent/residential/property-1651272,紅磡,17800.0,https://i1.28hse.com/2021/03/202103292057155475818_thumb.jpg,11,https://www.28hse.com/agent/796,2021-03-29,1618628917.9512215,2021-04-11,2470.0,high,海濱南岸九龍 紅磡屋苑樓齡: 13 年顯示海濱南岸屋苑的更多資料,7.0,432.0,愛景街8號https://i1.28hse.com/2021/03/20210329085725srzTtCveApJH_desktop.jpg ,/assets/img/image.png,2.0,1.0,False,13.0,19.0,True,False,True,False,False,False,False,False,False,False,False,False
